DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
201413321,06/25/2020 12:00:00 AM,06/24/2020 12:00:00 AM,1230,14,Pacific,1457,2,946,OTHER MISCELLANEOUS CRIME,1501,0,X,X,726.0,POLICE FACILITY,,,AO,Adult Other,946.0,,,,12300    CULVER                       BL,,33.9916,-118.4162
232006403,02/23/2023 12:00:00 AM,02/22/2023 12:00:00 AM,1745,20,Olympic,2022,1,330,BURGLARY FROM VEHICLE,0344 0358 1307 1609 1822 2032,28,M,H,108.0,PARKING LOT,,,IC,Invest Cont,330.0,,,,500 S  MANHATTAN                    PL,,34.0653,-118.3104
230614443,08/28/2023 12:00:00 AM,08/14/2023 12:00:00 AM,2140,6,Hollywood,666,1,210,ROBBERY,1309 0337 0310 0312 0334 0344,27,F,B,101.0,STREET,106.0,UNKNOWN FIREARM,IC,Invest Cont,210.0,,,,6300 W  SUNSET                       BL,,34.098,-118.3266
221304097,01/03/2022 12:00:00 AM,12/11/2021 12:00:00 AM,300,13,Newton,1385,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,1000 E  59TH                         ST,,33.9872,-118.258
222007407,03/21/2022 12:00:00 AM,03/21/2022 12:00:00 AM,1430,20,Olympic,2016,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0913 1814 0432 0448 0421 2000,52,F,H,402.0,MARKET,511.0,VERBAL THREAT,AO,Adult Other,930.0,,,,200 S  ALEXANDRIA                   AV,,34.0712,-118.2979
202109036,05/07/2020 12:00:00 AM,05/02/2020 12:00:00 AM,500,21,Topanga,2177,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,47,M,W,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,5500    CANOGA                       AV,,34.1715,-118.5974
201917785,12/07/2020 12:00:00 AM,12/06/2020 12:00:00 AM,2150,19,Mission,1982,1,510,VEHICLE - STOLEN,,0,,,108.0,PARKING LOT,,,IC,Invest Cont,510.0,,,,15200    RAYEN                        ST,,34.2318,-118.4644
210604483,01/14/2021 12:00:00 AM,01/13/2021 12:00:00 AM,1300,6,Hollywood,629,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1822,50,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,745.0,,,,1900 N  VAN NESS                     AV,,34.1053,-118.3159
231000950,10/04/2023 12:00:00 AM,09/29/2023 12:00:00 AM,1350,10,West Valley,1001,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0400 0906 0371 0334 0305 1259 0445 1251 2024,15,M,H,102.0,SIDEWALK,207.0,OTHER KNIFE,IC,Invest Cont,230.0,,,,STRATHERN                    ST,WILBUR                       AV,34.2156,-118.5448
200911122,06/16/2020 12:00:00 AM,06/16/2020 12:00:00 AM,1640,9,Van Nuys,926,1,210,ROBBERY,1218 0447 1822 1414 0444 1402 0416 0429 0344 2004,50,M,H,101.0,STREET,308.0,STICK,AA,Adult Arrest,210.0,998.0,,,6600    VAN NUYS                     BL,,34.1907,-118.4487
230510003,06/16/2023 12:00:00 AM,06/15/2023 12:00:00 AM,1800,5,Harbor,515,1,520,VEHICLE - ATTEMPT STOLEN,1612 1300,53,F,O,103.0,ALLEY,,,IC,Invest Cont,520.0,,,,1700 N  AVALON                       BL,,33.7948,-118.2694
201008493,04/29/2020 12:00:00 AM,04/29/2020 12:00:00 AM,10,10,West Valley,1025,2,920,KIDNAPPING - GRAND ATTEMPT,1202 1822 1309 0369 0531 1312 0448 1420,61,F,W,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,920.0,,,,GAULT,CANBY,34.1993,-118.5348
230208672,04/07/2023 12:00:00 AM,04/04/2023 12:00:00 AM,1400,2,Rampart,219,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,61,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,740.0,,,,1100 W  SUNSET                       BL,,34.0656,-118.2493
210213635,08/22/2021 12:00:00 AM,08/22/2021 12:00:00 AM,420,2,Rampart,275,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 1814 2000 0416 0400,21,F,B,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,UNION,JAMES M WOOD,34.0508,-118.2732
220704624,01/18/2022 12:00:00 AM,01/18/2022 12:00:00 AM,1510,7,Wilshire,721,2,624,BATTERY - SIMPLE ASSAULT,0416,51,F,O,701.0,HOSPITAL,305.0,FIXED OBJECT,AO,Adult Other,624.0,,,,8700    GRACIE ALLEN                 DR,,34.0753,-118.3795
220108111,03/11/2022 12:00:00 AM,03/09/2022 12:00:00 AM,2300,1,Central,163,2,664,"BUNCO, PETTY THEFT",1309 0344 0913 0800,34,M,O,203.0,OTHER BUSINESS,,,IC,Invest Cont,664.0,,,,700 S  SPRING                       ST,,34.0438,-118.2547
231806891,02/26/2023 12:00:00 AM,02/25/2023 12:00:00 AM,2330,18,Southeast,1871,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,14400 S  VERMONT                      AV,,33.9011,-118.2916
221109120,05/13/2022 12:00:00 AM,05/12/2022 12:00:00 AM,1100,11,Northeast,1151,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 0385 1300 1402,66,F,H,108.0,PARKING LOT,,,AO,Adult Other,331.0,998.0,,,1500 N  EDGEMONT                     ST,,34.0982,-118.2961
230410569,07/19/2023 12:00:00 AM,07/19/2023 12:00:00 AM,1050,4,Hollenbeck,412,1,310,BURGLARY,1607 0344 0327 0314,57,M,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310.0,,,,100 N  AVENUE 23,,34.0757,-118.2177
200515419,10/13/2020 12:00:00 AM,10/13/2020 12:00:00 AM,1345,5,Harbor,504,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0202 0416 0432 0919 1309 0421 0429 1822,30,M,O,101.0,STREET,307.0,VEHICLE,IC,Invest Cont,230.0,,,,204TH                        ST,WESTERN                      AV,33.8457,-118.3092
220304775,01/18/2022 12:00:00 AM,01/18/2022 12:00:00 AM,1900,3,Southwest,377,2,624,BATTERY - SIMPLE ASSAULT,0319 0432 0443 2004 0444 1822,38,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,1200 W  38TH                         ST,,34.0173,-118.2973
201015096,11/16/2020 12:00:00 AM,11/15/2020 12:00:00 AM,230,10,West Valley,1097,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,AO,Adult Other,510.0,,,,4500    CHARMION                     LN,,34.1514,-118.5115
221215992,07/15/2022 12:00:00 AM,07/15/2022 12:00:00 AM,1630,12,77th Street,1259,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 0390 1822,32,F,H,101.0,STREET,,,IC,Invest Cont,341.0,,,,AVALON,79TH                         ST,33.9674,-118.2652
221406734,02/21/2022 12:00:00 AM,02/11/2022 12:00:00 AM,1100,14,Pacific,1464,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0394,26,F,C,504.0,OTHER RESIDENCE,,,IC,Invest Cont,440.0,,,,12400    FIELDING CIR,,33.9791,-118.4092
201206623,02/07/2020 12:00:00 AM,02/07/2020 12:00:00 AM,250,12,77th Street,1249,1,210,ROBBERY,2004 1822 0448 0344 0443,21,F,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,210.0,,,,69TH                         ST,DENVER                       AV,33.9774,-118.2838
201806144,02/07/2020 12:00:00 AM,02/07/2020 12:00:00 AM,1520,18,Southeast,1871,1,648,ARSON,2001 1402 2004 0443 1822,0,X,X,301.0,GAS STATION,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,648.0,998.0,,,800 W  ROSECRANS                    AV,,33.9019,-118.2893
220806642,03/06/2022 12:00:00 AM,03/06/2022 12:00:00 AM,1445,8,West LA,886,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1202 1822 2032 0394,82,M,W,501.0,SINGLE FAMILY DWELLING,,,AO,Adult Other,440.0,,,,1200    DANIELS                      DR,,34.0557,-118.4017
231317972,09/27/2023 12:00:00 AM,09/27/2023 12:00:00 AM,530,13,Newton,1377,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 1814 0913 1309,31,F,H,101.0,STREET,122.0,HECKLER & KOCH 93 SEMIAUTOMATIC ASSAULT RIFLE,IC,Invest Cont,236.0,,,,ALBA                         ST,57TH                         ST,33.9912,-118.2391
221111555,07/15/2022 12:00:00 AM,07/06/2022 12:00:00 AM,925,11,Northeast,1162,2,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",,0,,,203.0,OTHER BUSINESS,,,IC,Invest Cont,668.0,,,,4500    HOLLYWOOD                    BL,,34.0984,-118.2874
230908042,04/11/2023 12:00:00 AM,04/11/2023 12:00:00 AM,1920,9,Van Nuys,914,2,951,"DEFRAUDING INNKEEPER/THEFT OF SERVICES, $950 & UNDER",0344 1402,0,X,X,210.0,RESTAURANT/FAST FOOD,,,IC,Invest Cont,951.0,998.0,,,14800    VANOWEN                      ST,,34.1976,-118.4574
211500607,02/25/2021 12:00:00 AM,02/25/2021 12:00:00 AM,1020,15,N Hollywood,1535,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0334 1822 1402 1419 1407 0302 0312 0906,29,M,O,255.0,"AUTO DEALERSHIP (CHEVY, FORD, BMW, MERCEDES, ETC.)",102.0,HAND GUN,AO,Adult Other,230.0,998.0,,,5800    LANKERSHIM                   BL,,34.1758,-118.3812
201414024,07/19/2020 12:00:00 AM,07/19/2020 12:00:00 AM,1400,14,Pacific,1432,2,624,BATTERY - SIMPLE ASSAULT,1822 2004 0448,59,M,W,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,624.0,,,,900    VICTORIA                     AV,,33.9938,-118.4558
231407480,03/25/2023 12:00:00 AM,03/25/2023 12:00:00 AM,1955,14,Pacific,1494,2,624,BATTERY - SIMPLE ASSAULT,0416,0,M,O,212.0,TRANSPORTATION FACILITY (AIRPORT),400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,300    WORLD                        WY,,33.9455,-118.4001
231206537,02/10/2023 12:00:00 AM,02/10/2023 12:00:00 AM,1915,12,77th Street,1243,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,1300 0443 2000 0913,22,F,H,101.0,STREET,307.0,VEHICLE,AO,Adult Other,236.0,,,,1700 W  68TH                         ST,,33.9778,-118.3068
201908478,04/06/2020 12:00:00 AM,04/05/2020 12:00:00 AM,1800,19,Mission,1962,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,9200    SEPULVEDA                    BL,,34.2374,-118.4676
201115091,10/26/2020 12:00:00 AM,10/11/2020 12:00:00 AM,1800,11,Northeast,1151,2,624,BATTERY - SIMPLE ASSAULT,1822 0416,58,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,4700 W  SUNSET                       BL,,34.0982,-118.2922
221711043,07/08/2022 12:00:00 AM,07/08/2022 12:00:00 AM,1130,17,Devonshire,1723,2,624,BATTERY - SIMPLE ASSAULT,0416 1822 1300,50,M,O,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,20400    GERMAIN                      ST,,34.2622,-118.578
221405854,02/07/2022 12:00:00 AM,02/06/2022 12:00:00 AM,1305,14,Pacific,1412,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,32,M,A,207.0,BAR/COCKTAIL/NIGHTCLUB,,,IC,Invest Cont,440.0,,,,300    OCEAN FRONT                  WK,,33.9933,-118.4765
220406879,03/26/2022 12:00:00 AM,03/26/2022 12:00:00 AM,1830,4,Hollenbeck,457,2,624,BATTERY - SIMPLE ASSAULT,2002 1501,51,M,W,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,400    FOREST                       AV,,34.0445,-118.2025
221818939,10/11/2022 12:00:00 AM,10/11/2022 12:00:00 AM,2130,18,Southeast,1802,2,860,BATTERY WITH SEXUAL CONTACT,0913 1810 0416 0522,33,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,860.0,,,,300 W  88TH                         ST,,33.9574,-118.2782
200907548,03/17/2020 12:00:00 AM,03/16/2020 12:00:00 AM,1230,9,Van Nuys,914,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 0416,42,M,H,101.0,STREET,310.0,CONCRETE BLOCK/BRICK,IC,Invest Cont,740.0,,,,6900    KESTER                       AV,,34.196,-118.4575
212105141,02/02/2021 12:00:00 AM,01/27/2021 12:00:00 AM,1300,21,Topanga,2146,1,310,BURGLARY,0344,66,F,W,221.0,PUBLIC STORAGE,,,IC,Invest Cont,310.0,,,,7000    TOPANGA CANYON               BL,,34.1974,-118.6059
212014761,09/23/2021 12:00:00 AM,09/23/2021 12:00:00 AM,430,20,Olympic,2029,1,310,BURGLARY,1822 0358 0344,0,X,X,248.0,CELL PHONE STORE,,,IC,Invest Cont,310.0,,,,3100    WILSHIRE                     BL,,34.0652,-118.2878
211421759,11/21/2021 12:00:00 AM,11/20/2021 12:00:00 AM,30,14,Pacific,1487,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0319 0302 0431 1822 1310 1309 1268 0340,65,F,B,108.0,PARKING LOT,102.0,HAND GUN,IC,Invest Cont,230.0,,,,8800 S  SEPULVEDA                    BL,,33.9568,-118.3962
221612784,09/27/2022 12:00:00 AM,09/24/2022 12:00:00 AM,2005,16,Foothill,1663,2,354,THEFT OF IDENTITY,1501,44,F,H,402.0,MARKET,,,IC,Invest Cont,354.0,,,,9100    TELFAIR                      AV,,34.2346,-118.3949
221805920,02/12/2022 12:00:00 AM,02/11/2022 12:00:00 AM,1900,18,Southeast,1837,1,210,ROBBERY,1300 1822 0342 0302 0355 0337 0432 0326 0344 1259,14,M,H,102.0,SIDEWALK,102.0,HAND GUN,IC,Invest Cont,210.0,,,,GRANDEE                      AV,106TH                        ST,33.9363,-118.2426
200406054,02/22/2020 12:00:00 AM,02/21/2020 12:00:00 AM,2000,4,Hollenbeck,453,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 0311,71,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,740.0,,,,1600    NEW JERSEY                   ST,,34.0509,-118.2194
231911884,07/21/2023 12:00:00 AM,07/20/2023 12:00:00 AM,814,19,Mission,1991,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,15500    CABRITO                      RD,,34.2171,-118.4708
230814443,09/12/2023 12:00:00 AM,09/09/2023 12:00:00 AM,1830,8,West LA,881,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 2024 0344 0342 0325,0,X,X,301.0,GAS STATION,,,IC,Invest Cont,341.0,,,,11900 W  OLYMPIC                      BL,,34.0328,-118.4518
230407350,04/13/2023 12:00:00 AM,04/13/2023 12:00:00 AM,930,4,Hollenbeck,437,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,YELLOWSTONE                  ST,BOCA,34.0664,-118.1862
210506162,02/24/2021 12:00:00 AM,12/05/2020 12:00:00 AM,1205,5,Harbor,525,2,354,THEFT OF IDENTITY,0922,43,M,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,300 W  E                            ST,,33.7755,-118.2654
232010478,05/20/2023 12:00:00 AM,05/20/2023 12:00:00 AM,1900,20,Olympic,2023,1,210,ROBBERY,1822 0945 0344 0400,0,X,X,402.0,MARKET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,210.0,,,,400 S  WESTERN                      AV,,34.0671,-118.3091
211006823,04/05/2021 12:00:00 AM,03/24/2021 12:00:00 AM,830,10,West Valley,1047,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,WHITE OAK                    ST,OXNARD                       ST,34.1801,-118.5185
210906314,02/27/2021 12:00:00 AM,12/05/2020 12:00:00 AM,505,9,Van Nuys,964,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0385 1300 1420 1822 0344,68,F,W,108.0,PARKING LOT,,,IC,Invest Cont,331.0,,,,14300    ADDISON                      ST,,34.1611,-118.4443
221005976,02/20/2022 12:00:00 AM,02/20/2022 12:00:00 AM,645,10,West Valley,1047,2,354,THEFT OF IDENTITY,1822 0930,27,M,F,108.0,PARKING LOT,,,IC,Invest Cont,354.0,,,,17200    BURBANK                      BL,,34.1722,-118.5077
231711671,06/11/2023 12:00:00 AM,06/11/2023 12:00:00 AM,1115,17,Devonshire,1745,2,901,VIOLATION OF RESTRAINING ORDER,1810 0913 2038,59,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,901.0,,,,10500    BIANCA                       AV,,34.2612,-118.5146
210214920,09/17/2021 12:00:00 AM,09/12/2021 12:00:00 AM,2320,2,Rampart,238,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0913 1817 0344,32,M,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440.0,,,,100    DOUGLAS                      ST,,34.0616,-118.2586
201305982,02/04/2020 12:00:00 AM,02/04/2020 12:00:00 AM,1530,13,Newton,1313,2,624,BATTERY - SIMPLE ASSAULT,1218 0446,55,M,B,108.0,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,SAN PEDRO                    ST,WASHINGTON                   BL,34.0267,-118.258
210310469,05/18/2021 12:00:00 AM,05/18/2021 12:00:00 AM,1855,3,Southwest,326,1,310,BURGLARY,0344 0352 0913 1309 1601,65,M,B,501.0,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,310.0,,,,2600    KENWOOD                      AV,,34.0309,-118.2991
221319207,10/11/2022 12:00:00 AM,10/01/2022 12:00:00 AM,1134,13,Newton,1323,2,354,THEFT OF IDENTITY,0922,38,F,W,605.0,AUTOMATED TELLER MACHINE (ATM),,,IC,Invest Cont,354.0,,,,1200 E  23RD                         ST,,34.0218,-118.2547
212006783,03/16/2021 12:00:00 AM,03/09/2021 12:00:00 AM,1700,20,Olympic,2041,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822 2032,43,F,K,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440.0,,,,800    5TH                          AV,,34.0543,-118.3193
222017703,11/28/2022 12:00:00 AM,11/23/2022 12:00:00 AM,1041,20,Olympic,2026,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1822 0329 0361 0603,36,M,O,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,745.0,,,,400 S  NEW HAMPSHIRE                AV,,34.0674,-118.2929
211420811,07/30/2021 12:00:00 AM,07/30/2021 12:00:00 AM,1340,14,Pacific,1469,2,354,THEFT OF IDENTITY,0377,38,F,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,6200 S  LA BREA                      AV,,33.9761,-118.3726
211515511,10/02/2021 12:00:00 AM,10/01/2021 12:00:00 AM,2040,15,N Hollywood,1555,1,330,BURGLARY FROM VEHICLE,0344 1300,27,F,W,707.0,GARAGE/CARPORT,,,IC,Invest Cont,330.0,,,,11200    MORRISON                     ST,,34.1608,-118.3746
201821321,11/29/2020 12:00:00 AM,11/29/2020 12:00:00 AM,40,18,Southeast,1836,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0913 2000 1813 1821 1241 1300 0329 2002 1307,35,F,H,122.0,"VEHICLE, PASSENGER/TRUCK",212.0,BOTTLE,IC,Invest Cont,745.0,,,,1400 E  107TH                        ST,,33.9388,-118.2499
230208669,04/07/2023 12:00:00 AM,04/07/2023 12:00:00 AM,1100,2,Rampart,218,2,910,KIDNAPPING,0418 2004 1822,2,F,B,109.0,PARK/PLAYGROUND,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,910.0,,,,700    ECHO PARK                    AV,,34.0713,-118.2596
231007337,03/27/2023 12:00:00 AM,03/26/2023 12:00:00 AM,2030,10,West Valley,1023,1,761,BRANDISH WEAPON,0334 1822 1309 0359 0319 1310,51,M,W,101.0,STREET,204.0,FOLDING KNIFE,IC,Invest Cont,761.0,,,,19000    KITTRIDGE                    ST,,34.1902,-118.547
220607418,03/14/2022 12:00:00 AM,03/10/2022 12:00:00 AM,2130,6,Hollywood,636,2,354,THEFT OF IDENTITY,0929 1822,54,M,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,1700 N  LAS PALMAS                   AV,,34.1016,-118.3361
221110136,06/06/2022 12:00:00 AM,04/25/2022 12:00:00 AM,1115,11,Northeast,1107,1,310,BURGLARY,1822 0344 0329,68,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,,,,5600    FALLSTON                     ST,,34.1238,-118.1964
200706325,02/19/2020 12:00:00 AM,02/18/2020 12:00:00 AM,800,7,Wilshire,743,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,38,M,H,101.0,STREET,,,IC,Invest Cont,341.0,,,,5900    SAN VICENTE                  BL,,34.0592,-118.3575
201822345,12/19/2020 12:00:00 AM,12/18/2020 12:00:00 AM,1700,18,Southeast,1881,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,16200 S  FIGUEROA                     ST,,33.8835,-118.2826
220211660,06/09/2022 12:00:00 AM,04/17/2022 12:00:00 AM,1130,2,Rampart,271,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,2200 W  11TH                         ST,,34.0529,-118.2819
220914358,09/28/2022 12:00:00 AM,09/22/2022 12:00:00 AM,700,9,Van Nuys,938,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,SUNNYSLOPE                   AV,SYLMAR                       ST,34.1814,-118.4263
221713744,09/19/2022 12:00:00 AM,08/18/2022 12:00:00 AM,2245,17,Devonshire,1728,2,624,BATTERY - SIMPLE ASSAULT,2024 0913 0554 1251 1815 0400 0444 0602 1258,13,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",JO,Juv Other,624.0,,,,11200    GARDEN GROVE                 AV,,34.2752,-118.5303
201000618,03/23/2020 12:00:00 AM,03/23/2020 12:00:00 AM,1930,10,West Valley,1063,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1402 0411 1822 1420 0910 2047,20,M,B,124.0,BUS STOP,223.0,UNKNOWN TYPE CUTTING INSTRUMENT,IC,Invest Cont,230.0,998.0,,,18700    VENTURA                      BL,,34.1707,-118.5408
230411012,08/03/2023 12:00:00 AM,08/02/2023 12:00:00 AM,703,4,Hollenbeck,417,2,354,THEFT OF IDENTITY,,24,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,4000 N  MISSION                      RD,,34.0794,-118.1974
231906604,03/04/2023 12:00:00 AM,03/02/2023 12:00:00 AM,2100,19,Mission,1982,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,SEPULVEDA                    BL,PARTHENIA                    ST,34.2283,-118.4677
222108259,04/21/2022 12:00:00 AM,04/21/2022 12:00:00 AM,1030,21,Topanga,2196,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1606,33,F,W,108.0,PARKING LOT,,,IC,Invest Cont,420.0,,,,20700    WELLS                        DR,,34.1578,-118.584
231216289,07/24/2023 12:00:00 AM,07/24/2023 12:00:00 AM,1800,12,77th Street,1269,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0906 1100 1402 1406 0216 0342 0400 0430 1310 1309,47,M,B,101.0,STREET,106.0,UNKNOWN FIREARM,IC,Invest Cont,230.0,998.0,,,8300    WADSWORTH                    AV,,33.9638,-118.2586
201224577,11/16/2020 12:00:00 AM,11/16/2020 12:00:00 AM,1545,12,77th Street,1239,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0913 0329 1300 1309,36,F,B,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,5900    ESTRELLA                     AV,,33.9864,-118.2849
221209759,04/11/2022 12:00:00 AM,04/11/2022 12:00:00 AM,2150,12,77th Street,1249,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1100 1402 1407 1822 0430 1309 2033,28,M,H,101.0,STREET,106.0,UNKNOWN FIREARM,IC,Invest Cont,230.0,,,,FIGUEROA                     ST,66TH                         ST,33.9798,-118.2827
201418842,10/09/2020 12:00:00 AM,09/05/2020 12:00:00 AM,2200,14,Pacific,1428,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 2032,22,F,B,207.0,BAR/COCKTAIL/NIGHTCLUB,,,IC,Invest Cont,440.0,,,,WESTWOOD                     BL,MALCOLM                      AV,34.03,-118.419
201507432,03/10/2020 12:00:00 AM,03/10/2020 12:00:00 AM,1800,15,N Hollywood,1532,2,624,BATTERY - SIMPLE ASSAULT,0400 0416 0446,39,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,5800    WHITSETT                     AV,,34.1758,-118.4052
230307740,03/13/2023 12:00:00 AM,12/10/2022 12:00:00 AM,500,3,Southwest,315,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 0385 1300 1606 1822,38,M,C,101.0,STREET,,,IC,Invest Cont,420.0,,,,24TH                         ST,CIMARRON                     ST,34.0349,-118.3155
210117880,10/02/2021 12:00:00 AM,10/02/2021 12:00:00 AM,1,1,Central,158,1,210,ROBBERY,1218 1822 0377 0416 0429 1414 0344 2004,46,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210.0,,,,500    CERES                        AV,,34.0413,-118.24
